Time,Open,High,Low,Close,Volume,Number of trades,Taker buy base asset volume,Class,Range,Body,Volume_ratio,Price_change,Trade_intensity,MA_50,MA_200,RSI,BB_upper,BB_lower
2024-03-15 00:40:00,1.0954,1.0985,1.0942,1.0972,55353,473,38154,0,0.0042999999999999705,0.0018000000000000238,0.0,0.0,0.008545155637454158,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:41:00,1.0972,1.0982,1.0952,1.0956,25479,259,14613,0,0.0030000000000001137,-0.0016000000000000458,0.460300254728741,-0.0016000000000000458,0.010165234114368695,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:42:00,1.0956,1.0997,1.0946,1.0981,87998,513,48356,0,0.005099999999999882,0.0025000000000001688,3.4537462223792144,0.0025000000000001688,0.005829677947226074,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:43:00,1.0982,1.102,1.0976,1.0994,57724,591,39279,0,0.0044000000000001815,0.0011999999999998678,0.6559694538512238,0.0012999999999998568,0.010238375718938396,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:44:00,1.0994,1.1029,1.0994,1.1026,37300,402,24611,0,0.0035000000000000586,0.0032000000000000917,0.646178366017601,0.0032000000000000917,0.010777479892761394,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:45:00,1.1028,1.1067,1.1021,1.1046,150972,705,46275,0,0.0045999999999999375,0.0018000000000000238,4.047506702412869,0.0020000000000000018,0.004669740084254034,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:46:00,1.1041,1.1048,1.0999,1.1006,82333,580,38318,0,0.004899999999999904,-0.0035000000000000586,0.5453527806480671,-0.0040000000000000036,0.007044562933453172,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:47:00,1.1009,1.1024,1.1002,1.1005,29736,287,20063,0,0.0021999999999999797,-0.00039999999999995595,0.36116745411924744,-9.999999999998899e-05,0.009651600753295669,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:48:00,1.1005,1.1015,1.095,1.0954,73992,543,17992,0,0.00649999999999995,-0.0051000000000001044,2.4882970137207425,-0.0051000000000001044,0.007338631203373337,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:49:00,1.0954,1.0955,1.0918,1.0937,46205,463,25801,0,0.0036999999999998145,-0.0017000000000000348,0.6244594010163261,-0.0017000000000000348,0.01002056054539552,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:50:00,1.0937,1.094,1.0905,1.0914,78443,541,27750,0,0.0035000000000000586,-0.0022999999999999687,1.6977166973271292,-0.0022999999999999687,0.006896727560139209,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:51:00,1.0915,1.0964,1.0904,1.0947,73637,605,36610,0,0.006000000000000005,0.0032000000000000917,0.9387325828945858,0.0033000000000000806,0.00821597838043375,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:52:00,1.095,1.099,1.0948,1.0969,28463,303,21586,0,0.0041999999999999815,0.0019000000000000128,0.3865312275079104,0.0021999999999999797,0.010645399290306714,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:53:00,1.0972,1.0992,1.0959,1.0992,28273,304,22404,0,0.0032999999999998586,0.0020000000000000018,0.9933246671116889,0.0022999999999999687,0.010752307855551233,1.0616008108108106,1.061518611111111,50.0,0.0,0.0
2024-03-15 00:54:00,1.099,1.0998,1.0967,1.0995,29242,277,17161,0,0.0031000000000001027,0.0004999999999999449,1.0342729812895695,0.00029999999999996696,0.009472676287531633,1.0616008108108106,1.061518611111111,53.605015673981114,0.0,0.0
2024-03-15 00:55:00,1.0995,1.0997,1.094,1.0941,40284,403,6311,0,0.005699999999999816,-0.005399999999999849,1.3776075507831202,-0.005399999999999849,0.01000397180021845,1.0616008108108106,1.061518611111111,47.899159663865774,0.0,0.0
2024-03-15 00:56:00,1.0941,1.0942,1.0878,1.0906,139368,749,61043,0,0.006399999999999961,-0.0035000000000000586,3.4596365802800118,-0.0035000000000000586,0.00537426094942885,1.0616008108108106,1.061518611111111,39.78201634877374,0.0,0.0
2024-03-15 00:57:00,1.0905,1.0923,1.088,1.0914,106845,506,71277,0,0.0042999999999999705,0.0008999999999999009,0.766639400723265,0.0007999999999999119,0.004735832280406196,1.0616008108108106,1.061518611111111,38.950276243093924,0.0,0.0
2024-03-15 00:58:00,1.091,1.0948,1.0902,1.0934,63377,461,39455,0,0.0045999999999999375,0.0023999999999999577,0.5931676727970424,0.0020000000000000018,0.007273932183599729,1.0616008108108106,1.061518611111111,36.857142857142684,0.0,0.0
2024-03-15 00:59:00,1.0932,1.0932,1.0901,1.0905,21283,213,12526,0,0.0030999999999998806,-0.0026999999999999247,0.3358158322419805,-0.0028999999999999027,0.010007987595733684,1.0616008108108106,1.061518611111111,30.362116991643347,1.104611149537349,1.0883288504626512
2024-03-15 01:00:00,1.0905,1.0928,1.0893,1.0912,66887,588,25896,0,0.0035000000000000586,0.0006999999999999229,3.142743034346662,0.0006999999999999229,0.008790945923722098,1.0616008108108106,1.061518611111111,35.58282208588935,1.1046336933582899,1.0877063066417099
2024-03-15 01:01:00,1.0912,1.0932,1.0906,1.0925,38745,356,17027,0,0.0025999999999999357,0.0013000000000000789,0.5792605439024026,0.0013000000000000789,0.009188282359014066,1.0616008108108106,1.061518611111111,38.1656804733727,1.1046347508817342,1.0873952491182657
2024-03-15 01:02:00,1.0927,1.0935,1.0902,1.0908,24988,258,13393,0,0.0032999999999998586,-0.0019000000000000128,0.644934830300684,-0.0017000000000000348,0.010324955978869857,1.0616008108108106,1.061518611111111,42.43421052631583,1.1045128140950948,1.0867871859049052
2024-03-15 01:03:00,1.0907,1.0907,1.0873,1.0875,81505,609,30093,0,0.0034000000000000696,-0.0032000000000000917,3.261765647510805,-0.0033000000000000806,0.007471934237163364,1.0616008108108106,1.061518611111111,40.31249999999997,1.1044402011166519,1.085669798883348
2024-03-15 01:04:00,1.0876,1.0887,1.0824,1.0838,165212,1024,46377,0,0.006299999999999972,-0.0037999999999998035,2.0270167474388074,-0.0036999999999998145,0.006198096990533375,1.0616008108108106,1.061518611111111,38.6227544910181,1.1040671539588702,1.0841628460411297
2024-03-15 01:05:00,1.0836,1.0862,1.0833,1.0858,38944,519,23916,0,0.0029000000000001247,0.002200000000000202,0.23572137617122244,0.0020000000000000018,0.01332682826622843,1.0616008108108106,1.061518611111111,36.1370716510903,1.1024882333692159,1.0838617666307842
2024-03-15 01:06:00,1.0855,1.0859,1.0827,1.0844,51519,555,17828,0,0.0032000000000000917,-0.0010999999999998789,1.3228995480690222,-0.0014000000000000679,0.010772724625866186,1.0616008108108106,1.061518611111111,30.031948881788992,1.1017765886012936,1.0829534113987065
2024-03-15 01:07:00,1.0843,1.0845,1.0809,1.0822,46234,367,19558,0,0.0036000000000000476,-0.0020999999999999908,0.8974164871212562,-0.0021999999999999797,0.007937881212960159,1.0616008108108106,1.061518611111111,22.756410256410135,1.1010870993670565,1.0818129006329436
2024-03-15 01:08:00,1.082,1.0853,1.0815,1.0853,27261,302,20048,0,0.0038000000000000256,0.0032999999999998586,0.58963100748367,0.0030999999999998806,0.011078096915006786,1.0616008108108106,1.061518611111111,29.117647058823295,1.100767310801114,1.081122689198886
2024-03-15 01:09:00,1.0853,1.0867,1.0846,1.0855,25004,266,17552,0,0.0020999999999999908,0.00019999999999997797,0.9172077326583764,0.00019999999999997797,0.010638297872340425,1.0616008108108106,1.061518611111111,35.06944444444402,1.1005556681151347,1.0805143318848653
2024-03-15 01:10:00,1.0855,1.0868,1.0844,1.086,24099,282,13231,0,0.0023999999999999577,0.000500000000000167,0.9638057910734282,0.000500000000000167,0.011701730362255695,1.0616008108108106,1.061518611111111,41.085271317829516,1.1004767115427128,1.0800532884572873
2024-03-15 01:11:00,1.086,1.0861,1.0808,1.0813,53901,496,17424,0,0.005300000000000082,-0.0047000000000001485,2.236648823602639,-0.0047000000000001485,0.009202055620489416,1.0616008108108106,1.061518611111111,32.99663299663304,1.1003266501894844,1.0788633498105153
2024-03-15 01:12:00,1.0814,1.0826,1.0787,1.0805,109560,710,32521,0,0.0039000000000000146,-0.0008999999999999009,2.032615350364557,-0.0007999999999999119,0.006480467323840818,1.0616008108108106,1.061518611111111,27.368421052631717,1.0996615682573088,1.0778884317426913
2024-03-15 01:13:00,1.0805,1.0847,1.0803,1.0846,38060,312,29746,0,0.0043999999999999595,0.0040999999999999925,0.3473895582329317,0.0040999999999999925,0.008197582764056752,1.0616008108108106,1.061518611111111,40.067340067340055,1.097897058294162,1.0781929417058378
2024-03-15 01:14:00,1.0846,1.0847,1.081,1.0817,45147,347,13612,0,0.0037000000000000366,-0.0028999999999999027,1.1862059905412508,-0.0028999999999999027,0.007686003499678827,1.0616008108108106,1.061518611111111,35.109717868338834,1.0957909042436358,1.078519095756364
2024-03-15 01:15:00,1.0817,1.0861,1.0817,1.0845,46609,375,33210,0,0.0043999999999999595,0.0027999999999999137,1.0323831040822202,0.0027999999999999137,0.008045656418288314,1.0616008108108106,1.061518611111111,38.023952095808326,1.094733437879181,1.078616562120819
2024-03-15 01:16:00,1.0844,1.0901,1.0835,1.0889,174694,961,119723,0,0.006600000000000161,0.0044999999999999485,3.748074406230556,0.0043999999999999595,0.005501047545994711,1.0616008108108106,1.061518611111111,47.368421052631554,1.094508771834597,1.078671228165403
2024-03-15 01:17:00,1.0892,1.0929,1.0888,1.092,49031,489,31588,0,0.0040999999999999925,0.0028000000000001357,0.28066791074679154,0.0031000000000001027,0.009973282209214578,1.0616008108108106,1.061518611111111,56.267409470752355,1.0946196315704626,1.0786203684295372
2024-03-15 01:18:00,1.0918,1.0937,1.0898,1.0937,53260,497,32394,0,0.0038999999999997925,0.0018999999999997907,1.0862515551385858,0.0016999999999998128,0.009331580923770184,1.0616008108108106,1.061518611111111,64.6017699115042,1.0946890999693184,1.0785809000306816
2024-03-15 01:19:00,1.0936,1.094,1.0923,1.0929,60988,410,37168,0,0.0017000000000000348,-0.0006999999999999229,1.1450995118287646,-0.0007999999999999119,0.006722633960779169,1.0616008108108106,1.061518611111111,60.856269113149764,1.095117189338104,1.0783928106618959
2024-03-15 01:20:00,1.0928,1.0944,1.09,1.0941,84992,511,42857,0,0.0043999999999999595,0.0013000000000000789,1.3935856234013249,0.0012000000000000899,0.006012330572289157,1.0616008108108106,1.061518611111111,64.9230769230771,1.0956770034450076,1.0781229965549928
2024-03-15 01:21:00,1.0941,1.0958,1.0905,1.0914,57586,416,26729,0,0.005300000000000082,-0.0027000000000001467,0.6775461219879518,-0.0027000000000001467,0.007223978050220539,1.0616008108108106,1.061518611111111,63.93939393939378,1.0954869966016623,1.0782030033983374
2024-03-15 01:22:00,1.0919,1.0933,1.0905,1.0907,23510,256,15569,0,0.0027999999999999137,-0.0012000000000000899,0.4082589518285694,-0.0006999999999999229,0.010888983411314335,1.0616008108108106,1.061518611111111,58.82352941176483,1.095472472354277,1.078207527645723
2024-03-15 01:23:00,1.0905,1.0944,1.0902,1.0939,35279,284,31800,0,0.0041999999999999815,0.0034000000000000696,1.5005954912803063,0.0032000000000000917,0.008050114799172312,1.0616008108108106,1.061518611111111,62.50000000000025,1.0963518499369358,1.0779681500630645
